name,type,count,shape0,shape1,shape2,mean0,mean1,mean2
1.2.826.0.1.3680043.2920.npz,C3,47888,30.0,77.0,109.0,146.0,127.5,122.5
1.2.826.0.1.3680043.2920.npz,C4,54588,34.0,84.0,107.0,126.0,139.0,121.5
1.2.826.0.1.3680043.2920.npz,C5,55573,50.0,85.0,115.0,95.0,146.5,119.5
1.2.826.0.1.3680043.2920.npz,C6,56731,43.0,101.0,119.0,77.5,157.5,121.5
1.2.826.0.1.3680043.2920.npz,C7,69903,33.0,125.0,120.0,59.5,173.5,121.0
1.2.826.0.1.3680043.2923.npz,C1,36048,26.0,70.0,119.0,190.0,97.0,137.5
1.2.826.0.1.3680043.2923.npz,C2,48123,47.0,75.0,89.0,175.5,102.5,139.5
1.2.826.0.1.3680043.2923.npz,C3,29676,27.0,64.0,87.0,147.5,101.0,137.5
1.2.826.0.1.3680043.2923.npz,C4,27392,27.0,67.0,86.0,127.5,106.5,136.0
1.2.826.0.1.3680043.2923.npz,C5,29072,33.0,70.0,91.0,110.5,111.0,133.5
1.2.826.0.1.3680043.2923.npz,C6,41979,50.0,90.0,100.0,97.0,127.0,133.0
1.2.826.0.1.3680043.2923.npz,C7,50117,34.0,95.0,127.0,66.0,135.5,125.5
1.2.826.0.1.3680043.10842.npz,C1,70273,38.0,112.0,160.0,180.0,94.0,132.0
1.2.826.0.1.3680043.10842.npz,C2,90936,74.0,104.0,118.0,155.0,93.0,132.0
1.2.826.0.1.3680043.10842.npz,C3,51314,37.0,88.0,118.0,132.5,104.0,133.0
1.2.826.0.1.3680043.10842.npz,C4,67037,48.0,96.0,124.0,118.0,125.0,128.0
1.2.826.0.1.3680043.10842.npz,C5,77643,57.0,107.0,120.0,101.5,133.5,126.0
1.2.826.0.1.3680043.10842.npz,C6,83616,46.0,128.0,132.0,79.0,152.0,127.0
1.2.826.0.1.3680043.10842.npz,C7,88390,48.0,132.0,154.0,62.0,176.0,124.0
1.2.826.0.1.3680043.32071.npz,C1,67777,42.0,95.0,149.0,194.0,84.5,126.5
1.2.826.0.1.3680043.32071.npz,C2,89075,64.0,99.0,105.0,179.0,100.5,128.5
1.2.826.0.1.3680043.32071.npz,C3,58691,43.0,80.0,111.0,144.5,107.0,125.5
1.2.826.0.1.3680043.32071.npz,C4,65023,45.0,86.0,112.0,123.5,122.0,129.0
1.2.826.0.1.3680043.32071.npz,C5,67890,41.0,84.0,112.0,101.5,129.0,129.0
1.2.826.0.1.3680043.32071.npz,C6,68295,46.0,89.0,125.0,81.0,138.5,125.5
1.2.826.0.1.3680043.32071.npz,C7,84078,46.0,106.0,134.0,63.0,158.0,120.0
1.2.826.0.1.3680043.15563.npz,C1,90997,51.0,109.0,201.0,168.5,109.5,120.5
1.2.826.0.1.3680043.15563.npz,C2,126754,65.0,132.0,142.0,156.5,128.0,124.0
1.2.826.0.1.3680043.15563.npz,C3,79364,47.0,121.0,133.0,125.5,115.5,125.5
1.2.826.0.1.3680043.15563.npz,C4,70140,27.0,125.0,133.0,115.5,116.5,124.5
1.2.826.0.1.3680043.15563.npz,C5,84926,35.0,133.0,140.0,97.5,122.5,128.0
1.2.826.0.1.3680043.15563.npz,C6,100460,37.0,158.0,145.0,78.5,141.0,128.5
1.2.826.0.1.3680043.15563.npz,C7,119729,42.0,169.0,171.0,61.0,159.5,131.5
1.2.826.0.1.3680043.25352.npz,C1,20131,31.0,50.0,96.0,199.5,120.0,131.0
1.2.826.0.1.3680043.25352.npz,C2,25483,53.0,61.0,65.0,185.5,125.5,134.5
1.2.826.0.1.3680043.25352.npz,C3,16726,35.0,55.0,66.0,151.5,123.5,134.0
1.2.826.0.1.3680043.25352.npz,C4,16570,33.0,52.0,66.0,134.5,125.0,132.0
1.2.826.0.1.3680043.25352.npz,C5,18287,42.0,56.0,63.0,112.0,128.0,130.5
1.2.826.0.1.3680043.25352.npz,C6,18306,37.0,61.0,66.0,94.5,135.5,129.0
1.2.826.0.1.3680043.25352.npz,C7,25487,40.0,78.0,76.0,75.0,153.0,126.0
1.2.826.0.1.3680043.3267.npz,C1,54994,47.0,82.0,138.0,210.5,69.0,143.0
1.2.826.0.1.3680043.3267.npz,C2,75737,72.0,94.0,96.0,193.0,76.0,137.0
1.2.826.0.1.3680043.3267.npz,C3,50685,42.0,77.0,97.0,155.0,75.5,135.5
1.2.826.0.1.3680043.3267.npz,C4,48383,38.0,77.0,98.0,130.0,75.5,131.0
1.2.826.0.1.3680043.3267.npz,C5,48980,53.0,81.0,96.0,113.5,82.5,130.0
1.2.826.0.1.3680043.3267.npz,C6,53272,41.0,89.0,104.0,79.5,87.5,131.0
1.2.826.0.1.3680043.3267.npz,C7,73292,48.0,114.0,135.0,56.0,106.0,130.5
1.2.826.0.1.3680043.8116.npz,C1,36992,28.0,74.0,129.0,171.0,79.0,127.5
1.2.826.0.1.3680043.8116.npz,C2,51979,45.0,88.0,97.0,156.5,98.0,126.5
1.2.826.0.1.3680043.8116.npz,C3,28062,32.0,59.0,90.0,133.0,105.5,127.0
1.2.826.0.1.3680043.8116.npz,C4,28990,45.0,63.0,90.0,122.5,120.5,126.0
1.2.826.0.1.3680043.8116.npz,C5,34016,47.0,72.0,92.0,107.5,136.0,126.0
1.2.826.0.1.3680043.8116.npz,C6,41131,34.0,91.0,105.0,84.0,155.5,126.5
1.2.826.0.1.3680043.8116.npz,C7,41176,33.0,95.0,115.0,63.5,165.5,123.5
1.2.826.0.1.3680043.3551.npz,C1,27892,33.0,61.0,101.0,191.5,156.5,119.5
1.2.826.0.1.3680043.3551.npz,C2,35185,57.0,69.0,67.0,175.5,165.5,117.5
1.2.826.0.1.3680043.3551.npz,C3,26827,34.0,66.0,68.0,141.0,162.0,117.0
1.2.826.0.1.3680043.3551.npz,C4,28555,35.0,64.0,70.0,119.5,163.0,117.0
1.2.826.0.1.3680043.3551.npz,C5,30428,42.0,73.0,74.0,92.0,166.5,114.0
1.2.826.0.1.3680043.3551.npz,C6,32089,44.0,69.0,76.0,69.0,167.5,116.0
1.2.826.0.1.3680043.3551.npz,C7,32116,43.0,88.0,80.0,51.5,181.0,116.0
1.2.826.0.1.3680043.31072.npz,C1,86834,44.0,74.0,146.0,213.0,56.0,122.0
1.2.826.0.1.3680043.31072.npz,C2,105120,76.0,97.0,117.0,190.0,63.5,120.5
1.2.826.0.1.3680043.31072.npz,C3,75976,46.0,92.0,112.0,149.0,59.0,124.0
1.2.826.0.1.3680043.31072.npz,C4,105646,72.0,89.0,119.0,112.0,57.5,125.5
1.2.826.0.1.3680043.31072.npz,C5,96867,70.0,83.0,114.0,80.0,58.5,127.0
1.2.826.0.1.3680043.31072.npz,C6,46471,68.0,116.0,126.0,63.0,72.0,135.0
1.2.826.0.1.3680043.31072.npz,C7,99039,58.0,131.0,140.0,40.0,87.5,128.0
1.2.826.0.1.3680043.4204.npz,C1,38131,48.0,85.0,126.0,165.0,132.5,141.0
1.2.826.0.1.3680043.4204.npz,C2,42424,56.0,74.0,87.0,156.0,129.0,141.5
1.2.826.0.1.3680043.4204.npz,C3,30157,29.0,68.0,82.0,130.5,130.0,137.0
1.2.826.0.1.3680043.4204.npz,C4,29031,30.0,66.0,82.0,112.0,136.0,135.0
1.2.826.0.1.3680043.4204.npz,C5,30333,33.0,69.0,87.0,92.5,144.5,132.5
1.2.826.0.1.3680043.4204.npz,C6,33832,36.0,79.0,90.0,74.0,152.5,131.0
1.2.826.0.1.3680043.4204.npz,C7,40211,39.0,96.0,104.0,55.5,171.0,130.0
1.2.826.0.1.3680043.23261.npz,C1,29480,35.0,56.0,105.0,204.5,76.0,103.5
1.2.826.0.1.3680043.23261.npz,C2,34435,56.0,68.0,74.0,190.0,83.0,107.0
1.2.826.0.1.3680043.23261.npz,C3,19743,32.0,47.0,73.0,161.0,75.5,107.5
1.2.826.0.1.3680043.23261.npz,C4,21067,37.0,55.0,71.0,142.5,80.5,111.5
1.2.826.0.1.3680043.23261.npz,C5,22289,39.0,55.0,75.0,123.5,80.5,114.5
1.2.826.0.1.3680043.23261.npz,C6,25322,37.0,76.0,77.0,107.5,93.0,117.5
1.2.826.0.1.3680043.23261.npz,C7,31380,47.0,80.0,96.0,94.5,106.0,123.0
1.2.826.0.1.3680043.21037.npz,C1,66780,39.0,76.0,142.0,201.5,74.0,126.0
1.2.826.0.1.3680043.21037.npz,C2,78054,76.0,90.0,82.0,178.0,73.0,126.0
1.2.826.0.1.3680043.21037.npz,C3,50394,42.0,77.0,88.0,143.0,60.5,125.0
1.2.826.0.1.3680043.21037.npz,C4,55317,68.0,88.0,93.0,104.0,65.0,124.5
1.2.826.0.1.3680043.21037.npz,C5,56166,55.0,89.0,95.0,89.5,68.5,126.5
1.2.826.0.1.3680043.21037.npz,C6,62033,59.0,118.0,96.0,72.5,93.0,126.0
1.2.826.0.1.3680043.21037.npz,C7,66815,61.0,132.0,123.0,56.5,114.0,127.5
1.2.826.0.1.3680043.2998.npz,C1,37299,38.0,59.0,114.0,210.0,59.5,132.0
1.2.826.0.1.3680043.2998.npz,C2,51389,62.0,72.0,83.0,191.0,61.0,129.5
1.2.826.0.1.3680043.2998.npz,C3,37379,36.0,62.0,87.0,158.0,59.0,125.5
1.2.826.0.1.3680043.2998.npz,C4,38165,46.0,61.0,91.0,138.0,60.5,122.5
1.2.826.0.1.3680043.2998.npz,C5,41826,47.0,68.0,90.0,114.5,65.0,118.0
1.2.826.0.1.3680043.2998.npz,C6,32989,38.0,70.0,86.0,92.0,70.0,119.0
1.2.826.0.1.3680043.2998.npz,C7,45937,45.0,83.0,96.0,66.5,81.5,109.0
1.2.826.0.1.3680043.25377.npz,C1,22454,22.0,61.0,105.0,200.0,80.5,128.5
1.2.826.0.1.3680043.25377.npz,C2,30402,39.0,70.0,69.0,187.5,91.0,129.5
1.2.826.0.1.3680043.25377.npz,C3,20064,26.0,58.0,70.0,160.0,93.0,128.0
1.2.826.0.1.3680043.25377.npz,C4,20211,27.0,57.0,71.0,140.5,99.5,124.5
1.2.826.0.1.3680043.25377.npz,C5,21343,26.0,65.0,74.0,122.0,108.5,124.0
1.2.826.0.1.3680043.25377.npz,C6,20921,27.0,69.0,72.0,103.5,117.5,121.0
1.2.826.0.1.3680043.25377.npz,C7,24532,28.0,82.0,84.0,85.0,129.0,120.0
1.2.826.0.1.3680043.17443.npz,C1,26179,28.0,64.0,114.0,189.0,91.0,129.0
1.2.826.0.1.3680043.17443.npz,C2,34892,44.0,73.0,82.0,176.0,102.5,128.0
1.2.826.0.1.3680043.17443.npz,C3,25243,30.0,65.0,77.0,149.0,104.5,126.5
1.2.826.0.1.3680043.17443.npz,C4,25640,32.0,62.0,81.0,130.0,106.0,123.5
1.2.826.0.1.3680043.17443.npz,C5,25049,32.0,61.0,81.0,111.0,106.5,120.5
1.2.826.0.1.3680043.17443.npz,C6,28644,33.0,78.0,86.0,92.5,113.0,120.0
1.2.826.0.1.3680043.17443.npz,C7,33851,37.0,85.0,101.0,72.5,125.5,118.5
1.2.826.0.1.3680043.13324.npz,C1,21204,31.0,51.0,84.0,228.5,111.5,125.0
1.2.826.0.1.3680043.13324.npz,C2,27537,55.0,54.0,58.0,212.5,118.0,122.0
1.2.826.0.1.3680043.13324.npz,C3,16504,32.0,47.0,59.0,179.0,117.5,120.5
1.2.826.0.1.3680043.13324.npz,C4,18261,37.0,49.0,61.0,156.5,121.5,118.5
1.2.826.0.1.3680043.13324.npz,C5,20470,37.0,50.0,66.0,133.5,126.0,118.0
1.2.826.0.1.3680043.13324.npz,C6,21824,44.0,64.0,68.0,108.0,134.0,117.0
1.2.826.0.1.3680043.13324.npz,C7,23151,44.0,65.0,69.0,87.0,147.5,113.5
1.2.826.0.1.3680043.6786.npz,C1,111913,41.0,106.0,170.0,205.5,77.0,129.0
1.2.826.0.1.3680043.6786.npz,C2,132067,67.0,120.0,130.0,184.5,91.0,127.0
1.2.826.0.1.3680043.6786.npz,C3,92819,43.0,106.0,124.0,145.5,90.0,121.0
1.2.826.0.1.3680043.6786.npz,C4,85034,49.0,101.0,133.0,118.5,86.5,129.5
1.2.826.0.1.3680043.6786.npz,C5,93966,59.0,115.0,140.0,99.5,95.5,128.0
1.2.826.0.1.3680043.6786.npz,C6,91002,50.0,109.0,148.0,69.0,102.5,131.0
1.2.826.0.1.3680043.6786.npz,C7,113876,61.0,147.0,149.0,53.5,132.5,131.5
1.2.826.0.1.3680043.30498.npz,C1,65710,27.0,89.0,167.0,177.5,81.5,131.5
1.2.826.0.1.3680043.30498.npz,C2,90964,51.0,104.0,114.0,163.5,101.0,133.0
1.2.826.0.1.3680043.30498.npz,C3,51766,26.0,89.0,114.0,135.0,98.5,132.0
1.2.826.0.1.3680043.30498.npz,C4,56120,30.0,82.0,117.0,115.0,102.0,130.5
1.2.826.0.1.3680043.30498.npz,C5,59520,32.0,88.0,121.0,94.0,113.0,130.5
1.2.826.0.1.3680043.30498.npz,C6,60456,35.0,107.0,128.0,75.5,126.5,129.0
1.2.826.0.1.3680043.30498.npz,C7,67767,43.0,115.0,141.0,60.5,150.5,123.5
1.2.826.0.1.3680043.16747.npz,C1,56704,39.0,85.0,152.0,203.5,107.5,126.0
1.2.826.0.1.3680043.16747.npz,C2,70714,74.0,95.0,102.0,188.0,108.5,124.0
1.2.826.0.1.3680043.16747.npz,C3,48181,37.0,84.0,108.0,153.5,106.0,123.0
1.2.826.0.1.3680043.16747.npz,C4,45004,31.0,87.0,108.0,139.5,109.5,124.0
1.2.826.0.1.3680043.16747.npz,C5,57444,35.0,100.0,114.0,121.5,112.0,127.0
1.2.826.0.1.3680043.16747.npz,C6,56771,36.0,106.0,107.0,104.0,123.0,127.5
1.2.826.0.1.3680043.16747.npz,C7,71161,46.0,141.0,125.0,84.0,147.5,125.5
1.2.826.0.1.3680043.29924.npz,C1,29474,36.0,57.0,99.0,175.0,108.5,126.5
1.2.826.0.1.3680043.29924.npz,C2,34776,54.0,63.0,68.0,159.0,114.5,124.0
1.2.826.0.1.3680043.29924.npz,C3,22055,32.0,53.0,73.0,126.0,115.5,128.5
1.2.826.0.1.3680043.29924.npz,C4,23520,38.0,55.0,74.0,105.0,125.5,127.0
1.2.826.0.1.3680043.29924.npz,C5,26670,47.0,55.0,71.0,85.5,131.5,128.5
1.2.826.0.1.3680043.29924.npz,C6,27800,50.0,60.0,67.0,74.0,144.0,128.5
1.2.826.0.1.3680043.29924.npz,C7,32518,53.0,76.0,84.0,58.5,162.0,130.0
1.2.826.0.1.3680043.9354.npz,C1,61870,30.0,90.0,156.0,177.0,68.0,118.0
1.2.826.0.1.3680043.9354.npz,C2,71079,51.0,92.0,116.0,164.5,83.0,121.0
1.2.826.0.1.3680043.9354.npz,C3,46016,31.0,89.0,112.0,133.5,89.5,123.0
1.2.826.0.1.3680043.9354.npz,C4,46818,32.0,86.0,117.0,115.0,90.0,126.5
1.2.826.0.1.3680043.9354.npz,C5,49828,31.0,98.0,118.0,96.5,100.0,129.0
1.2.826.0.1.3680043.9354.npz,C6,59729,33.0,124.0,120.0,77.5,120.0,128.0
1.2.826.0.1.3680043.9354.npz,C7,67080,38.0,127.0,142.0,58.0,134.5,127.0
1.2.826.0.1.3680043.12636.npz,C1,51169,29.0,73.0,138.0,212.5,100.5,136.0
1.2.826.0.1.3680043.12636.npz,C2,58137,55.0,82.0,98.0,195.5,99.0,138.0
1.2.826.0.1.3680043.12636.npz,C3,33776,29.0,76.0,101.0,169.5,89.0,136.5
1.2.826.0.1.3680043.12636.npz,C4,36348,29.0,78.0,99.0,155.5,89.0,136.5
1.2.826.0.1.3680043.12636.npz,C5,40405,30.0,81.0,103.0,139.0,90.5,137.5
1.2.826.0.1.3680043.12636.npz,C6,42875,29.0,107.0,101.0,125.5,104.5,132.5
1.2.826.0.1.3680043.12636.npz,C7,47616,33.0,120.0,120.0,111.5,123.0,130.0
1.2.826.0.1.3680043.32030.npz,C1,51495,41.0,73.0,134.0,207.5,64.5,134.0
1.2.826.0.1.3680043.32030.npz,C2,64337,61.0,81.0,92.0,190.5,73.5,133.0
1.2.826.0.1.3680043.32030.npz,C3,42871,40.0,75.0,86.0,152.0,74.5,136.0
1.2.826.0.1.3680043.32030.npz,C4,39649,51.0,75.0,90.0,120.5,78.5,139.0
1.2.826.0.1.3680043.32030.npz,C5,40618,63.0,79.0,94.0,112.5,80.5,144.0
1.2.826.0.1.3680043.32030.npz,C6,46417,42.0,99.0,94.0,78.0,96.5,145.0
1.2.826.0.1.3680043.32030.npz,C7,60230,50.0,109.0,116.0,55.0,110.5,147.0
1.2.826.0.1.3680043.21120.npz,C1,32731,36.0,70.0,127.0,162.0,121.0,130.5
1.2.826.0.1.3680043.21120.npz,C2,41394,55.0,81.0,89.0,146.5,121.5,121.5
1.2.826.0.1.3680043.21120.npz,C3,25771,37.0,68.0,85.0,125.5,115.0,117.5
1.2.826.0.1.3680043.21120.npz,C4,22846,28.0,71.0,82.0,113.0,118.5,111.0
1.2.826.0.1.3680043.21120.npz,C5,26913,29.0,75.0,92.0,96.5,125.5,112.0
1.2.826.0.1.3680043.21120.npz,C6,31436,32.0,114.0,94.0,82.0,146.0,112.0
1.2.826.0.1.3680043.21120.npz,C7,30116,36.0,114.0,101.0,70.0,165.0,108.5
1.2.826.0.1.3680043.30524.npz,C1,23766,27.0,63.0,108.0,185.5,81.5,117.0
1.2.826.0.1.3680043.30524.npz,C2,32866,50.0,70.0,76.0,170.0,86.0,119.0
1.2.826.0.1.3680043.30524.npz,C3,23551,29.0,64.0,77.0,145.5,83.0,117.5
1.2.826.0.1.3680043.30524.npz,C4,24218,27.0,66.0,80.0,126.5,82.0,119.0
1.2.826.0.1.3680043.30524.npz,C5,23525,26.0,64.0,82.0,110.0,81.0,120.0
1.2.826.0.1.3680043.30524.npz,C6,24495,28.0,72.0,86.0,95.0,85.0,119.0
1.2.826.0.1.3680043.30524.npz,C7,31098,33.0,89.0,105.0,76.5,99.5,119.5
1.2.826.0.1.3680043.19808.npz,C1,44743,38.0,73.0,139.0,188.0,100.5,135.5
1.2.826.0.1.3680043.19808.npz,C2,52572,66.0,87.0,97.0,167.0,101.5,129.5
1.2.826.0.1.3680043.19808.npz,C3,33226,39.0,79.0,94.0,136.5,94.5,127.0
1.2.826.0.1.3680043.19808.npz,C4,33779,41.0,80.0,100.0,117.5,93.0,123.0
1.2.826.0.1.3680043.19808.npz,C5,35563,38.0,83.0,98.0,100.0,93.5,120.0
1.2.826.0.1.3680043.19808.npz,C6,38033,36.0,95.0,104.0,82.0,100.5,119.0
1.2.826.0.1.3680043.19808.npz,C7,51210,43.0,124.0,139.0,61.5,122.0,118.5
1.2.826.0.1.3680043.16451.npz,C1,48204,33.0,81.0,147.0,218.5,76.5,126.5
1.2.826.0.1.3680043.16451.npz,C2,61913,60.0,90.0,107.0,203.0,80.0,125.5
1.2.826.0.1.3680043.16451.npz,C3,40836,29.0,67.0,103.0,175.5,68.5,125.5
1.2.826.0.1.3680043.16451.npz,C4,40177,31.0,75.0,101.0,157.5,76.5,121.5
1.2.826.0.1.3680043.16451.npz,C5,40583,31.0,87.0,107.0,138.5,79.5,121.5
1.2.826.0.1.3680043.16451.npz,C6,49851,39.0,103.0,109.0,124.5,94.5,121.5
1.2.826.0.1.3680043.16451.npz,C7,58936,34.0,121.0,131.0,104.0,108.5,118.5
1.2.826.0.1.3680043.27607.npz,C1,26304,28.0,59.0,88.0,194.0,107.5,130.0
1.2.826.0.1.3680043.27607.npz,C2,31654,44.0,61.0,66.0,179.0,118.5,130.0
1.2.826.0.1.3680043.27607.npz,C3,21082,30.0,54.0,62.0,153.0,119.0,129.0
1.2.826.0.1.3680043.27607.npz,C4,21294,30.0,57.0,67.0,132.0,124.5,128.5
1.2.826.0.1.3680043.27607.npz,C5,21832,29.0,59.0,63.0,112.5,130.5,126.5
1.2.826.0.1.3680043.27607.npz,C6,22763,31.0,63.0,68.0,93.5,137.5,126.0
1.2.826.0.1.3680043.27607.npz,C7,29986,36.0,75.0,80.0,75.0,150.5,126.0
1.2.826.0.1.3680043.11692.npz,C1,15682,43.0,40.0,79.0,185.5,132.0,121.5
1.2.826.0.1.3680043.11692.npz,C2,21615,68.0,52.0,50.0,166.0,129.0,120.0
1.2.826.0.1.3680043.11692.npz,C3,14256,39.0,41.0,50.0,137.5,117.5,118.0
1.2.826.0.1.3680043.11692.npz,C4,16444,52.0,51.0,51.0,106.0,117.5,116.5
1.2.826.0.1.3680043.11692.npz,C5,12097,52.0,48.0,52.0,81.0,116.0,115.0
1.2.826.0.1.3680043.11692.npz,C6,10354,36.0,51.0,50.0,68.0,116.5,115.0
1.2.826.0.1.3680043.11692.npz,C7,20252,40.0,69.0,67.0,44.0,129.5,114.5
1.2.826.0.1.3680043.6464.npz,C1,18366,26.0,47.0,83.0,192.0,134.5,132.5
1.2.826.0.1.3680043.6464.npz,C2,23536,41.0,54.0,62.0,176.5,144.0,133.0
1.2.826.0.1.3680043.6464.npz,C3,14023,25.0,49.0,60.0,148.5,145.5,132.0
1.2.826.0.1.3680043.6464.npz,C4,13934,26.0,50.0,60.0,130.0,150.0,131.0
1.2.826.0.1.3680043.6464.npz,C5,14280,26.0,52.0,61.0,112.0,154.0,130.5
1.2.826.0.1.3680043.6464.npz,C6,14825,29.0,56.0,61.0,93.5,157.0,129.5
1.2.826.0.1.3680043.6464.npz,C7,18321,36.0,63.0,71.0,75.0,167.5,127.5
1.2.826.0.1.3680043.11856.npz,C1,31261,33.0,67.0,121.0,184.5,85.5,133.5
1.2.826.0.1.3680043.11856.npz,C2,39535,60.0,78.0,78.0,169.0,89.0,133.0
1.2.826.0.1.3680043.11856.npz,C3,26732,31.0,67.0,74.0,138.5,85.5,132.0
1.2.826.0.1.3680043.11856.npz,C4,28271,40.0,65.0,81.0,118.0,89.5,127.5
1.2.826.0.1.3680043.11856.npz,C5,29637,39.0,83.0,85.0,98.5,99.5,125.5
1.2.826.0.1.3680043.11856.npz,C6,29279,38.0,89.0,83.0,81.0,110.5,125.5
1.2.826.0.1.3680043.11856.npz,C7,35719,38.0,92.0,102.0,63.0,125.0,123.0
1.2.826.0.1.3680043.2645.npz,C1,40617,180.0,79.0,169.0,123.0,143.5,141.5
1.2.826.0.1.3680043.2645.npz,C2,55823,53.0,85.0,99.0,181.5,137.5,122.5
1.2.826.0.1.3680043.2645.npz,C3,39498,33.0,73.0,91.0,151.5,127.5,124.5
1.2.826.0.1.3680043.2645.npz,C4,41144,44.0,73.0,95.0,123.0,126.5,123.5
1.2.826.0.1.3680043.2645.npz,C5,41781,34.0,77.0,102.0,108.0,129.5,124.0
1.2.826.0.1.3680043.2645.npz,C6,45741,29.0,82.0,106.0,88.5,130.0,125.0
1.2.826.0.1.3680043.2645.npz,C7,58218,33.0,107.0,116.0,65.5,149.5,124.0
1.2.826.0.1.3680043.20851.npz,C1,62719,43.0,81.0,133.0,202.5,91.5,126.5
1.2.826.0.1.3680043.20851.npz,C2,76766,67.0,91.0,105.0,182.5,99.5,127.5
1.2.826.0.1.3680043.20851.npz,C3,53265,37.0,80.0,99.0,144.5,96.0,124.5
1.2.826.0.1.3680043.20851.npz,C4,52222,41.0,84.0,97.0,118.5,101.0,123.5
1.2.826.0.1.3680043.20851.npz,C5,56764,39.0,87.0,101.0,98.5,104.5,122.5
1.2.826.0.1.3680043.20851.npz,C6,60235,41.0,105.0,101.0,77.5,120.5,126.5
1.2.826.0.1.3680043.20851.npz,C7,78146,49.0,118.0,120.0,56.5,137.0,122.0
1.2.826.0.1.3680043.19097.npz,C1,31257,39.0,60.0,107.0,192.5,79.0,132.5
1.2.826.0.1.3680043.19097.npz,C2,44025,61.0,72.0,73.0,174.5,77.0,135.5
1.2.826.0.1.3680043.19097.npz,C3,26901,39.0,69.0,74.0,142.5,80.5,136.0
1.2.826.0.1.3680043.19097.npz,C4,26852,38.0,71.0,80.0,123.0,87.5,133.0
1.2.826.0.1.3680043.19097.npz,C5,31796,41.0,75.0,78.0,108.5,100.5,132.0
1.2.826.0.1.3680043.19097.npz,C6,34572,49.0,99.0,77.0,92.5,115.5,129.5
1.2.826.0.1.3680043.19097.npz,C7,39035,55.0,109.0,94.0,78.5,137.5,126.0
1.2.826.0.1.3680043.25445.npz,C1,60054,43.0,90.0,143.0,186.5,108.0,153.5
1.2.826.0.1.3680043.25445.npz,C2,75791,69.0,97.0,101.0,164.5,106.5,148.5
1.2.826.0.1.3680043.25445.npz,C3,47927,37.0,85.0,104.0,142.5,96.5,144.0
1.2.826.0.1.3680043.25445.npz,C4,45816,42.0,89.0,105.0,117.0,96.5,139.5
1.2.826.0.1.3680043.25445.npz,C5,44025,33.0,96.0,111.0,104.5,100.0,140.5
1.2.826.0.1.3680043.25445.npz,C6,54779,32.0,113.0,117.0,84.0,109.5,139.5
1.2.826.0.1.3680043.25445.npz,C7,61594,35.0,120.0,130.0,62.5,118.0,138.0
1.2.826.0.1.3680043.6287.npz,C1,68844,38.0,86.0,165.0,197.0,93.0,139.5
1.2.826.0.1.3680043.6287.npz,C2,91662,58.0,102.0,116.0,182.0,106.0,137.0
1.2.826.0.1.3680043.6287.npz,C3,58607,34.0,92.0,111.0,148.0,107.0,135.5
1.2.826.0.1.3680043.6287.npz,C4,61407,40.0,94.0,108.0,124.0,116.0,135.0
1.2.826.0.1.3680043.6287.npz,C5,66445,40.0,99.0,111.0,105.0,129.5,133.5
1.2.826.0.1.3680043.6287.npz,C6,66264,41.0,105.0,114.0,86.5,141.5,135.0
1.2.826.0.1.3680043.6287.npz,C7,81183,44.0,128.0,134.0,71.0,165.0,137.0
1.2.826.0.1.3680043.1641.npz,C1,49116,41.0,72.0,123.0,206.5,113.0,110.5
1.2.826.0.1.3680043.1641.npz,C2,57753,70.0,78.0,85.0,187.0,116.0,115.5
1.2.826.0.1.3680043.1641.npz,C3,36802,37.0,69.0,87.0,150.5,105.5,119.5
1.2.826.0.1.3680043.1641.npz,C4,36807,39.0,64.0,88.0,130.5,105.0,121.0
1.2.826.0.1.3680043.1641.npz,C5,40582,59.0,93.0,99.0,100.5,117.5,124.5
1.2.826.0.1.3680043.1641.npz,C6,39518,48.0,108.0,97.0,86.0,127.0,124.5
1.2.826.0.1.3680043.1641.npz,C7,54599,55.0,104.0,104.0,66.5,130.0,132.0
1.2.826.0.1.3680043.28025.npz,C1,27716,26.0,64.0,103.0,188.0,98.0,127.5
1.2.826.0.1.3680043.28025.npz,C2,34382,43.0,68.0,77.0,173.5,112.0,127.5
1.2.826.0.1.3680043.28025.npz,C3,19346,29.0,57.0,71.0,149.5,120.5,127.5
1.2.826.0.1.3680043.28025.npz,C4,20450,31.0,57.0,73.0,134.5,130.5,126.5
1.2.826.0.1.3680043.28025.npz,C5,20224,32.0,61.0,71.0,121.0,142.5,126.5
1.2.826.0.1.3680043.28025.npz,C6,21589,31.0,67.0,73.0,105.5,149.5,127.5
1.2.826.0.1.3680043.28025.npz,C7,25734,34.0,80.0,84.0,90.0,163.0,128.0
1.2.826.0.1.3680043.934.npz,C1,29236,42.0,51.0,96.0,180.0,123.5,120.0
1.2.826.0.1.3680043.934.npz,C2,37446,68.0,68.0,69.0,164.0,128.0,120.5
1.2.826.0.1.3680043.934.npz,C3,22358,35.0,57.0,75.0,130.5,122.5,126.5
1.2.826.0.1.3680043.934.npz,C4,25041,39.0,56.0,70.0,109.5,122.0,125.0
1.2.826.0.1.3680043.934.npz,C5,29360,44.0,63.0,75.0,82.0,124.5,125.5
1.2.826.0.1.3680043.934.npz,C6,31374,44.0,71.0,75.0,62.0,133.5,126.5
1.2.826.0.1.3680043.934.npz,C7,36998,48.0,82.0,80.0,42.0,147.0,125.0
1.2.826.0.1.3680043.7543.npz,C1,36474,36.0,61.0,110.0,207.0,116.5,141.0
